0.000000000000000000e+00,0.000000000000000000e+00,2.220354310225939026e-04,5.540665373906300192e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.904334155655756661e-03,4.352203764354303089e-02,1.456720930519602667e-03,2.348128387349492432e-03,2.599309164064219843e-03,4.020358518938177937e-03,0.000000000000000000e+00,6.816339499920666400e-02,4.519437349958312089e-02,2.161434758421076907e-02,1.089374592915070411e-01,0.000000000000000000e+00,2.792884941978102553e+00,2.466366546665206549e-02,2.759922539570084377e-01,6.221231518117951165e-01,1.606411723524557189e+01,8.982102298323305090e-02,0.000000000000000000e+00,1.150678789740487151e-01,0.000000000000000000e+00,3.122523281548400531e-01,1.062675413588404227e+00,3.552129746391441412e-01,2.671872013799392320e+01,9.811029404355460670e+00,0.000000000000000000e+00,4.665878221166772732e+01,3.769590107970913806e+01,3.726368709588983563e+01,0.000000000000000000e+00,1.951671252217935404e+01,3.904675879051399789e+01,2.607162894469231418e+01,3.289664343728979645e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.027943142176902772e-06,7.728670601226455216e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.933160443371335099e-04,5.100118906547524388e-03,3.688439586504616311e-04,7.363610542351991693e-04,7.113752842699868479e-05,1.182162167114824802e-04,0.000000000000000000e+00,1.935028826110949535e-02,5.053895562846900252e-03,2.624012032573948532e-03,1.314382268984968637e-03,0.000000000000000000e+00,7.674138983684430926e-01,9.511741279748408455e-04,3.867796465602492059e-03,2.412055627491980700e-02,5.643852396542901495e+00,2.260994977404027217e-01,0.000000000000000000e+00,4.744180979077999849e-03,0.000000000000000000e+00,2.255586587445412849e-02,1.807580892406086825e-02,2.457129439846614596e-02,6.512625469505272768e+00,1.732566728101915032e+00,0.000000000000000000e+00,1.279677833291732192e+01,9.249059306004188130e+00,9.192166298227496313e+00,0.000000000000000000e+00,4.568825597008376427e+00,1.085354170504717786e+01,7.435229167852466681e+00,6.405515412125244445e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.955712840054478366e-06,3.083216023750191598e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.173894587887250843e-05,4.031957144554758647e-04,1.646156910919792252e-05,3.284959986988149360e-04,1.262187806736049067e-04,3.690281003952243787e-05,0.000000000000000000e+00,9.117316899736493951e-03,2.752177397903794731e-03,6.970426862986265834e-04,8.995280075120335546e-04,0.000000000000000000e+00,1.659742484900315895e-01,1.825356915034571969e-04,1.193292249656671732e-03,2.069324556273932636e-02,3.262427696757422613e+00,6.714126564906824912e-02,0.000000000000000000e+00,1.419322258508808965e-03,0.000000000000000000e+00,4.232891011883509712e-03,4.763129992529723834e-03,3.039802987971377320e-03,3.063616048227504773e+00,4.642715182238844607e-01,0.000000000000000000e+00,5.936378080324764994e+00,4.058285484569889690e+00,4.228891086987975889e+00,0.000000000000000000e+00,2.209136545509486460e+00,5.077827833649221745e+00,3.946654569960247105e+00,1.604452936397114116e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.701476647990928328e-05,3.834540196483201126e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.701804626745064415e-05,4.340752007183631072e-05,3.563316624196001981e-05,2.866192841175447051e-04,3.675997595667259245e-05,6.322476073730021054e-05,0.000000000000000000e+00,4.395444618457314094e-03,4.221655573685571860e-04,2.058295679337204624e-04,2.483396861130412548e-04,0.000000000000000000e+00,3.576420983042531004e-02,9.302996599497244173e-05,4.078878331685842611e-04,2.154508391844787984e-02,2.115530544068304319e+00,5.690814850564573923e-02,0.000000000000000000e+00,2.630453740798908372e-03,0.000000000000000000e+00,1.175777308037981479e-02,1.437741794294658884e-02,1.409221066751088595e-02,1.984457366041239457e+00,1.293998417642667209e-01,0.000000000000000000e+00,3.488385661788140801e+00,2.420270716210030315e+00,2.534598382627656576e+00,0.000000000000000000e+00,1.438162961697874387e+00,2.946324016163741621e+00,2.485313728698415048e+00,1.097146179623066792e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.276036225330776752e-06,1.400336687504907101e-05,0.000000000000000000e+00,0.000000000000000000e+00,8.560901362366446490e-07,1.269619250230729487e-06,2.005970464394686754e-04,2.349616006999967726e-04,1.597922086292000813e-05,2.240848389703740601e-05,0.000000000000000000e+00,1.213727129094731381e-03,1.420126697146022242e-04,1.320461453943130739e-04,8.933425634002023724e-05,0.000000000000000000e+00,1.167583994690710517e-02,2.664258652127997730e-04,9.714834754798508734e-03,8.467909688690322678e-02,7.405462828736608660e-01,1.186393506241087761e-02,0.000000000000000000e+00,5.949258934690341422e-03,0.000000000000000000e+00,1.462765811936262567e-02,5.471887636750460276e-02,6.487338267675807346e-03,1.162187614929388602e+00,9.813650206280412347e-02,0.000000000000000000e+00,1.363612105344271574e+00,1.295503727738982258e+00,1.321224797460369915e+00,0.000000000000000000e+00,9.412999574830034355e-01,1.112331587557153556e+00,9.414418767793677478e-01,1.488652029518941489e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.873744448174858917e-06,1.347016304603283460e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.354434370167617627e-06,5.276128012033070441e-06,1.799045886935673273e-05,3.518503291744214454e-05,2.588949186319053992e-05,1.166029431173458021e-05,0.000000000000000000e+00,8.120219559705235636e-04,1.213070604836631583e-04,6.524642066067604335e-05,4.223883149826875190e-03,0.000000000000000000e+00,1.398655534895799045e-03,2.412025637963353275e-05,3.089980838931003643e-03,4.874964106750014764e-02,2.697451344513687177e-01,1.727312435872156889e-03,0.000000000000000000e+00,3.318508286972975292e-03,0.000000000000000000e+00,9.118127825772147019e-03,3.046256168578112891e-02,6.674869120754746421e-03,6.815087600723361838e-01,8.059057979152201012e-02,0.000000000000000000e+00,5.645721673149789455e-01,7.314286133907315079e-01,7.352090971979916567e-01,0.000000000000000000e+00,6.119167042225034381e-01,4.764942574464809399e-01,4.095143446045594882e-01,8.952269067940193947e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.709513619436812688e-07,4.928880698039879594e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.859970783455890307e-05,4.580015992315294223e-06,2.107618834395226374e-04,7.182001800486705748e-06,3.083633779084191934e-06,3.500228188378125819e-06,0.000000000000000000e+00,1.422889719544313336e-03,2.382618265439559468e-05,2.595402653523977410e-05,2.345756437240999540e-03,0.000000000000000000e+00,3.196222528048196505e-04,1.129777694560846630e-04,1.653066727270927419e-03,4.599798438011507007e-02,1.672538075197343432e-01,4.238527085223160740e-04,0.000000000000000000e+00,3.221798544390714041e-03,0.000000000000000000e+00,1.040467815941081321e-02,2.932705494498183754e-02,7.340740672554814036e-03,6.393897655772881050e-01,1.437483630747047637e-02,0.000000000000000000e+00,3.924371976761827918e-01,6.485951302844699118e-01,6.536254868475488422e-01,0.000000000000000000e+00,5.297623621086342549e-01,2.654859075002701796e-01,2.434080702382194206e-01,8.971525042727473975e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.988204811074977636e-06,1.581811893985405612e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.147575207787278330e-07,3.236021321725470596e-05,1.821283643886931441e-04,5.771098225357042514e-06,7.945395225611038688e-06,1.011109252059409327e-05,0.000000000000000000e+00,1.158423355941599116e-03,1.154650661326886603e-04,8.411757730033230223e-05,9.410810418450476014e-03,0.000000000000000000e+00,1.778642691947653022e-03,4.902536729029185499e-05,7.003355626716524333e-03,4.248179946706080734e-02,1.524407731898448082e-01,1.749138785073518255e-03,0.000000000000000000e+00,3.846384193162455650e-03,0.000000000000000000e+00,1.317460142500306679e-02,4.094959368609925321e-02,7.889988987832980902e-03,3.435724722519539198e-01,1.442646570636027803e-01,0.000000000000000000e+00,3.700646127860113821e-01,4.464711148419338582e-01,4.203323800395348253e-01,0.000000000000000000e+00,4.309276649224540456e-01,4.385186305166264842e-01,3.352466979026749727e-01,8.593822470091633248e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.401441270383968072e-06,9.761295991464027095e-06,0.000000000000000000e+00,0.000000000000000000e+00,7.450067350216329438e-07,4.595543970134998595e-05,2.433775683304469648e-04,3.872190280910990139e-06,5.504912226116161103e-05,2.053069026527051813e-05,0.000000000000000000e+00,3.511827631923307869e-03,2.782794872785098969e-04,9.518006200917097112e-05,1.583871404688005479e-03,0.000000000000000000e+00,1.166388178418486903e-02,4.244381482899621419e-05,3.188827182720601651e-03,4.180102402997661060e-02,3.558034118021989323e-01,4.608451173209964120e-03,0.000000000000000000e+00,9.932153632289272144e-03,0.000000000000000000e+00,2.180084988167600019e-02,4.580801629349032927e-02,1.216770996857135731e-02,7.335413592296823326e-01,1.490044063754264458e-01,0.000000000000000000e+00,8.644867847099976244e-01,9.288883170856672145e-01,9.118849981734062915e-01,0.000000000000000000e+00,6.783955391121795353e-01,7.862635919836351572e-01,5.902488236464317195e-01,1.272242708914544107e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.059174134293565159e-07,1.140713213110115627e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.002318807494642523e-06,7.150540610360272031e-06,1.506409693261424995e-04,2.063938576777827997e-05,5.535447672765938208e-05,1.073270168138013761e-05,0.000000000000000000e+00,3.429524357772980279e-03,3.940322625077560901e-04,1.064443581179285673e-04,6.838804584544711006e-04,0.000000000000000000e+00,3.690904021926811468e-02,1.089132717213567650e-04,2.259847087745150279e-04,2.701256375505087497e-03,4.389333344260861747e-01,6.484984504792782288e-03,0.000000000000000000e+00,2.676705418026233997e-03,0.000000000000000000e+00,9.117307622020781946e-03,1.087349550943877974e-02,1.032359416162111770e-02,5.930112385542875009e-01,2.232838770856904465e-01,0.000000000000000000e+00,1.110971658626791703e+00,9.321835291241280519e-01,9.194218908465722206e-01,0.000000000000000000e+00,5.386633008175747417e-01,1.053979289032909605e+00,6.952495929408328834e-01,6.469300313765202759e-02,0.000000000000000000e+00
